# time, pos1, pos2, vel1, vel2, tau1, tau2, meas_pos1, meas_pos2, meas_vel1, meas_vel2
3.750000000000002220e-01,9.061667273620198360e-02,-2.174054512872920231e-01,-7.924248337370835005e-01,1.454085431730258060e+00,0.000000000000000000e+00,-2.999124667376555919e-01,9.455773520742179195e-02,-2.246333415085790541e-01,-8.188443788544678137e-01,1.634142429774508187e+00
3.800000000000002265e-01,8.664795210650438895e-02,-2.101220011476021554e-01,-7.947620950904108472e-01,1.458703204368960282e+00,0.000000000000000000e+00,-2.074945147104955423e-01,9.061667273620198360e-02,-2.174054512872920231e-01,-8.797069834617656792e-01,1.782968672528186360e+00
3.850000000000002309e-01,8.263701257328613659e-02,-2.027520957669853297e-01,-8.093180325681147425e-01,1.488679681077963890e+00,0.000000000000000000e+00,-2.451455192784618986e-01,8.664795210650438895e-02,-2.101220011476021554e-01,-8.881161698954227468e-01,1.531574295049971113e+00
3.900000000000002354e-01,7.857211316631418363e-02,-1.952706395686450991e-01,-8.163336673070313854e-01,1.503298001323423838e+00,0.000000000000000000e+00,-1.690427743391370030e-01,8.263701257328613659e-02,-2.027520957669853297e-01,-1.085175949179620902e+00,1.699290439138784192e+00
3.950000000000002398e-01,7.444770266975350714e-02,-1.876652901283436814e-01,-8.331238728391002768e-01,1.538240381026064085e+00,0.000000000000000000e+00,-2.191211081315719289e-01,7.857211316631418363e-02,-1.952706395686450991e-01,-5.890891398736523010e-01,1.511956542757704192e+00
4.000000000000002442e-01,7.026319612548606597e-02,-1.799339279032270422e-01,-8.403577169405640479e-01,1.553673439934347478e+00,0.000000000000000000e+00,-2.370224496301172878e-01,7.444770266975350714e-02,-1.876652901283436814e-01,-9.628461143767318431e-01,1.716173979109448799e+00
4.050000000000002487e-01,6.605425369817433112e-02,-1.721491218785200505e-01,-8.428910949681693854e-01,1.559603117144398032e+00,0.000000000000000000e+00,-1.813132739192949150e-02,7.026319612548606597e-02,-1.799339279032270422e-01,-5.687917173867149678e-01,1.821331318163122326e+00
4.100000000000002531e-01,6.175309724970624164e-02,-1.641702930534024441e-01,-8.772570140702211638e-01,1.631311994099644558e+00,0.000000000000000000e+00,-1.246984019298519597e-01,6.605425369817433112e-02,-1.721491218785200505e-01,-6.718040678820713651e-01,1.160298559791242967e+00
4.150000000000002576e-01,5.732618525250446351e-02,-1.559273839580166132e-01,-8.931670523907025983e-01,1.665181082670609936e+00,0.000000000000000000e+00,-1.082104217729705636e-01,6.175309724970624164e-02,-1.641702930534024441e-01,-4.505420085433749500e-01,1.540598639763870681e+00
4.200000000000002620e-01,5.281848155057772276e-02,-1.475120969125985337e-01,-9.095648847014125016e-01,1.700245300934794646e+00,0.000000000000000000e+00,-1.725963417175294667e-01,5.732618525250446351e-02,-1.559273839580166132e-01,-1.232496620849186542e+00,1.553815791617943587e+00
